SAMPLEID	INDEX_NAME	INDEX_REGION	ni_total	li_total	nt_total	nt_Achnan_Navic	nt_LOW_N	nt_HIGH_N	nt_LOW_P	nt_HIGH_P	nt_BC_1	nt_BC_2	nt_BC_3	nt_BC_4	nt_BC_5	nt_BC_12	nt_BC_45	nt_PT_1	nt_PT_2	nt_PT_3	nt_PT_4	nt_PT_5	nt_PT_12	nt_SALINITY_1	nt_SALINITY_2	nt_SALINITY_3	nt_SALINITY_4	nt_SALINITY_12	nt_SALINITY_34	nt_O_1	nt_O_2	nt_O_3	nt_O_4	nt_O_5	nt_O_345	nt_SESTONIC_HABIT	nt_BENTHIC_HABIT	nt_BAHLS_1	nt_BAHLS_2	nt_BAHLS_3	nt_TROPHIC_1	nt_TROPHIC_2	nt_TROPHIC_3	nt_TROPHIC_4	nt_TROPHIC_5	nt_TROPHIC_6	nt_TROPHIC_7	nt_TROPHIC_456	nt_SAP_1	nt_SAP_2	nt_SAP_3	nt_SAP_4	nt_SAP_5	nt_NON_N_FIXER	nt_N_FIXER	nt_HIGHLY_MOTILE	nt_MODERATELY_MOTILE	nt_NON_MOTILE	nt_SLIGHTLY_MOTILE	nt_WEAKLY_MOTILE	nt_BIG	nt_SMALL	nt_MEDIUM	nt_VERY_BIG	nt_VERY_SMALL	nt_ADNATE	nt_STALKED	nt_HIGHLY_MOTILE.1	nt_ARAPHID	nt_DIAT_CL_1	nt_DIAT_CL_2	nt_BEN_SES_1	nt_BEN_SES_2	nt_DIAT_CA_1	nt_DIAT_CA_2	nt_DIAT_COND_1	nt_DIAT_COND_2	nt_DIATAS_TN_1	nt_DIATAS_TN_2	nt_DIATAS_TP_1	nt_DIATAS_TP_2	nt_MOTILITY_1	nt_MOTILITY_2	nt_NF_1	nt_NF_2	pi_Achnan_Navic	pi_HIGH_N	pi_LOW_N	pi_HIGH_P	pi_LOW_P	pi_BC_1	pi_BC_2	pi_BC_3	pi_BC_4	pi_BC_5	pi_PT_1	pi_PT_2	pi_PT_3	pi_PT_4	pi_PT_5	pi_PT_45	pi_SALINITY_1	pi_SALINITY_2	pi_SALINITY_3	pi_SALINITY_4	pi_O_1	pi_O_2	pi_O_3	pi_O_4	pi_O_5	pi_SESTONIC_HABIT	pi_BENTHIC_HABIT	pi_BAHLS_1	pi_BAHLS_2	pi_BAHLS_3	pi_TROPHIC_1	pi_TROPHIC_2	pi_TROPHIC_3	pi_TROPHIC_4	pi_TROPHIC_5	pi_TROPHIC_6	pi_TROPHIC_7	pi_SAP_1	pi_SAP_2	pi_SAP_3	pi_SAP_4	pi_SAP_5	pi_NON_N_FIXER	pi_N_FIXER	pi_HIGHLY_MOTILE	pi_MODERATELY_MOTILE	pi_NON_MOTILE	pi_SLIGHTLY_MOTILE	pi_WEAKLY_MOTILE	pi_BIG	pi_SMALL	pi_MEDIUM	pi_VERY_BIG	pi_VERY_SMALL	pi_ADNATE	pi_STALKED	pi_HIGHLY_MOTILE.1	pi_ARAPHID	pi_DIAT_CL_1	pi_DIAT_CL_1_ASSR	pi_DIAT_CL_2	pi_BEN_SES_1	pi_BEN_SES_2	pi_DIAT_CA_1	pi_DIAT_CA_2	pi_DIAT_COND_1	pi_DIAT_COND_2	pi_DIATAS_TN_1	pi_DIATAS_TN_2	pi_DIATAS_TP_1	pi_DIATAS_TP_2	pi_MOTILITY_1	pi_MOTILITY_2	pi_NF_1	pi_NF_2	pt_Achnan_Navic	pt_HIGH_N	pt_LOW_N	pt_HIGH_P	pt_LOW_P	pt_BC_1	pt_BC_2	pt_BC_3	pt_BC_4	pt_BC_5	pt_BC_12	pt_BC_45	pt_PT_1	pt_PT_2	pt_PT_3	pt_PT_4	pt_PT_5	pt_PT_12	pt_SALINITY_1	pt_SALINITY_2	pt_SALINITY_3	pt_SALINITY_4	pt_SALINITY_34	pt_O_1	pt_O_2	pt_O_3	pt_O_4	pt_O_5	pt_O_345	pt_SESTONIC_HABIT	pt_BENTHIC_HABIT	pt_BAHLS_1	pt_BAHLS_2	pt_BAHLS_3	pt_TROPHIC_1	pt_TROPHIC_2	pt_TROPHIC_3	pt_TROPHIC_4	pt_TROPHIC_5	pt_TROPHIC_6	pt_TROPHIC_7	pt_TROPHIC_456	pt_SAP_1	pt_SAP_2	pt_SAP_3	pt_SAP_4	pt_SAP_5	pt_NON_N_FIXER	pt_N_FIXER	pt_HIGHLY_MOTILE	pt_MODERATELY_MOTILE	pt_NON_MOTILE	pt_SLIGHTLY_MOTILE	pt_WEAKLY_MOTILE	pt_BIG	pt_SMALL	pt_MEDIUM	pt_VERY_BIG	pt_VERY_SMALL	pt_ADNATE	pt_STALKED	pt_HIGHLY_MOTILE.1	pt_ARAPHID	pt_DIAT_CL_1	pt_DIAT_CL_2	pt_BEN_SES_1	pt_BEN_SES_2	pt_DIAT_CA_1	pt_DIAT_CA_2	pt_DIAT_COND_1	pt_DIAT_COND_2	pt_DIATAS_TN_1	pt_DIATAS_TN_2	pt_DIATAS_TP_1	pt_DIATAS_TP_2	pt_MOTILITY_1	pt_MOTILITY_2	pt_NF_1	pt_NF_2	nt_Sens_810	nt_RefIndicators	nt_Tol_13	pi_Sens_810	pi_RefIndicators	pi_Tol_13	pt_Sens_810	pt_RefIndicators	pt_Tol_13	wa_POLL_TOL
AB01150	IDEM_2021_Diatoms	HIN	600	6.396929655	31	10	2	14	2	10	1	1	7	12	9	2	21	5	2	1	3	0	7	2	18	2	2	20	4	2	3	8	7	1	16	2	30	9	8	7	1	1	0	1	15	1	3	17	1	6	6	8	1	31	0	6	11	3	9	2	2	12	5	1	9	5	2	18	1	1	12	30	1	7	0	3	2	9	2	10	3	16	13	0	31	33.16666667	48.33333333	3.666666667	47.5	3.666666667	1.833333333	0.333333333	17.5	23.66666667	56.5	59.66666667	1	0.333333333	3.833333333	0	3.833333333	6.333333333	57.83333333	14.66666667	1.5	5.166666667	1	4	62.5	1.5	1.666666667	98.5	63.66666667	9.333333333	8	4.5	1.833333333	0	0.333333333	41.16666667	3.833333333	5.166666667	4.5	5	3.5	60.5	3.833333333	100	0	11.16666667	48.83333333	2.333333333	35.33333333	2.333333333	0.5	13.66666667	15.66666667	1	56.33333333	5	0.833333333	68.66666667	0.666666667	0.333333333	5.776715014	15	98.5	1.5	21	0	13.83333333	2.166666667	27	3.666666667	47.5	4.333333333	63.66666667	13.83333333	0	100	32.25806452	45.16129032	6.451612903	32.25806452	6.451612903	3.225806452	3.225806452	22.58064516	38.70967742	29.03225806	6.451612903	67.74193548	16.12903226	6.451612903	3.225806452	9.677419355	0	22.58064516	6.451612903	58.06451613	6.451612903	6.451612903	12.90322581	6.451612903	9.677419355	25.80645161	22.58064516	3.225806452	51.61290323	6.451612903	96.77419355	29.03225806	25.80645161	22.58064516	3.225806452	3.225806452	0	3.225806452	48.38709677	3.225806452	9.677419355	54.83870968	3.225806452	19.35483871	19.35483871	25.80645161	3.225806452	100	0	19.35483871	35.48387097	9.677419355	29.03225806	6.451612903	6.451612903	38.70967742	16.12903226	3.225806452	29.03225806	16.12903226	6.451612903	58.06451613	3.225806452	3.225806452	38.70967742	96.77419355	3.225806452	22.58064516	0	9.677419355	6.451612903	29.03225806	6.451612903	32.25806452	9.677419355	51.61290323	41.93548387	0	100	7	2	7	7.370184255	3.666666667	44.05360134	22.58064516	6.451612903	22.58064516	1.203084833
AB01151	IDEM_2021_Diatoms	HIN	600	6.396929655	62	13	1	28	2	25	4	3	11	28	14	7	41	2	4	7	10	6	6	3	39	11	2	42	13	8	13	19	3	0	22	2	61	5	29	15	1	2	3	9	27	1	6	37	7	22	17	3	1	62	0	18	26	3	11	4	9	20	11	0	9	6	2	46	1	1	19	61	1	14	0	7	1	18	1	24	3	34	28	0	62	10.83333333	31.66666667	1.666666667	23	2	47	1	13.16666667	29.16666667	9.833333333	1	3.166666667	5.333333333	13.16666667	19	32.16666667	1.333333333	82.5	11.83333333	1.166666667	31	27	18.83333333	0.666666667	0	0.833333333	99.83333333	3.833333333	24.33333333	31.33333333	0.666666667	0.666666667	23.33333333	8.333333333	29.5	0.166666667	23.16666667	33.66666667	40	16.5	2	0.166666667	100	0	25.66666667	52.5	1	16.33333333	4.5	7.833333333	20.5	27.83333333	0	21.5	8.833333333	1	83.5	0.166666667	0.333333333	5.776715014	35.5	99.83333333	0.166666667	19.83333333	0	9	0.5	20.83333333	1.666666667	18	7	71.66666667	28.33333333	0	100	20.96774194	45.16129032	1.612903226	40.32258065	3.225806452	6.451612903	4.838709677	17.74193548	45.16129032	22.58064516	11.29032258	66.12903226	3.225806452	6.451612903	11.29032258	16.12903226	9.677419355	9.677419355	4.838709677	62.90322581	17.74193548	3.225806452	20.96774194	12.90322581	20.96774194	30.64516129	4.838709677	0	35.48387097	3.225806452	98.38709677	8.064516129	46.77419355	24.19354839	1.612903226	3.225806452	4.838709677	14.51612903	43.5483871	1.612903226	9.677419355	59.67741935	11.29032258	35.48387097	27.41935484	4.838709677	1.612903226	100	0	29.03225806	41.93548387	4.838709677	17.74193548	6.451612903	14.51612903	32.25806452	17.74193548	0	14.51612903	9.677419355	3.225806452	74.19354839	1.612903226	1.612903226	30.64516129	98.38709677	1.612903226	22.58064516	0	11.29032258	1.612903226	29.03225806	1.612903226	38.70967742	4.838709677	54.83870968	45.16129032	0	100	16	4	14	42.14046823	2.833333333	9.197324415	25.80645161	6.451612903	22.58064516	4.104
AB01152	IDEM_2021_Diatoms	HIN	600	6.396929655	68	18	2	23	2	23	5	6	9	28	16	11	43	4	2	3	8	7	6	4	33	9	2	37	11	9	11	12	6	0	18	2	66	4	18	20	2	2	3	5	26	2	4	33	9	22	9	4	2	68	0	21	28	3	11	4	8	18	15	2	11	3	5	49	1	2	14	66	1	21	2	9	2	16	2	22	3	40	24	0	68	35.66666667	49.83333333	1.833333333	33	1.833333333	4.833333333	4.833333333	22.16666667	49.83333333	18.33333333	6	4.666666667	1.666666667	14.66666667	6.5	21.16666667	3.333333333	55	15.66666667	0.666666667	16.66666667	18.16666667	7.166666667	9.666666667	0	1.5	99.33333333	6	36.66666667	24.16666667	2.666666667	0.5	2.666666667	8.333333333	33.5	3	19.83333333	10.16666667	40.33333333	16.83333333	3.5	3	100	0	24.5	42.66666667	1.833333333	26.66666667	4	5.666666667	40.83333333	10.66666667	2.5	29.83333333	2.166666667	7	72.33333333	0.333333333	0.666666667	8.174065319	29.5	99.33333333	0.333333333	27.33333333	0.5	14.33333333	0.5	44.16666667	1.833333333	25.16666667	9.666666667	56.5	39.66666667	0	100	26.47058824	33.82352941	2.941176471	33.82352941	2.941176471	7.352941176	8.823529412	13.23529412	41.17647059	23.52941176	16.17647059	63.23529412	5.882352941	2.941176471	4.411764706	11.76470588	10.29411765	8.823529412	5.882352941	48.52941176	13.23529412	2.941176471	16.17647059	13.23529412	16.17647059	17.64705882	8.823529412	0	26.47058824	2.941176471	97.05882353	5.882352941	26.47058824	29.41176471	2.941176471	2.941176471	4.411764706	7.352941176	38.23529412	2.941176471	5.882352941	48.52941176	13.23529412	32.35294118	13.23529412	5.882352941	2.941176471	100	0	30.88235294	41.17647059	4.411764706	16.17647059	5.882352941	11.76470588	26.47058824	22.05882353	2.941176471	16.17647059	4.411764706	7.352941176	72.05882353	1.470588235	2.941176471	20.58823529	97.05882353	1.470588235	30.88235294	2.941176471	13.23529412	2.941176471	23.52941176	2.941176471	32.35294118	4.411764706	58.82352941	35.29411765	0	100	13	2	12	12.19931271	1.833333333	15.97938144	19.11764706	2.941176471	17.64705882	3.328358209
AB01153	IDEM_2021_Diatoms	HIN	51	3.931825633	19	3	1	11	1	9	0	1	6	4	6	1	10	2	0	0	6	2	2	1	11	3	0	12	3	4	1	5	3	0	8	0	19	4	7	6	2	0	0	1	10	0	2	11	3	8	2	3	0	19	0	6	5	0	4	4	0	8	0	0	7	4	2	12	0	0	8	19	0	3	0	0	0	4	1	9	1	11	7	0	19	19.60784314	54.90196078	7.843137255	33.33333333	7.843137255	0	7.843137255	27.45098039	33.33333333	27.45098039	15.68627451	0	0	41.17647059	9.803921569	50.98039216	3.921568627	66.66666667	9.803921569	0	21.56862745	15.68627451	19.60784314	17.64705882	0	0	100	21.56862745	35.29411765	37.25490196	11.76470588	0	0	15.68627451	33.33333333	0	15.68627451	15.68627451	50.98039216	3.921568627	17.64705882	0	100	0	31.37254902	23.52941176	0	31.37254902	13.7254902	0	49.01960784	0	0	37.25490196	19.60784314	9.803921569	58.82352941	0	0	0	52.94117647	100	0	11.76470588	0	0	0	29.41176471	7.843137255	33.33333333	7.843137255	52.94117647	35.29411765	0	100	15.78947368	57.89473684	5.263157895	47.36842105	5.263157895	0	5.263157895	31.57894737	21.05263158	31.57894737	5.263157895	52.63157895	10.52631579	0	0	31.57894737	10.52631579	10.52631579	5.263157895	57.89473684	15.78947368	0	15.78947368	21.05263158	5.263157895	26.31578947	15.78947368	0	42.10526316	0	100	21.05263158	36.84210526	31.57894737	10.52631579	0	0	5.263157895	52.63157895	0	10.52631579	57.89473684	15.78947368	42.10526316	10.52631579	15.78947368	0	100	0	31.57894737	26.31578947	0	21.05263158	21.05263158	0	42.10526316	0	0	36.84210526	21.05263158	10.52631579	63.15789474	0	0	42.10526316	100	0	15.78947368	0	0	0	21.05263158	5.263157895	47.36842105	5.263157895	57.89473684	36.84210526	0	100	2	1	6	10	7.843137255	28	10.52631579	5.263157895	31.57894737	3.441176471
AB01156	IDEM_2021_Diatoms	HIN	600	6.396929655	41	16	3	18	2	12	3	2	12	19	3	5	22	1	3	0	11	1	4	1	27	5	1	28	6	6	8	12	2	1	15	2	40	1	16	16	2	0	0	2	19	0	7	21	3	16	9	3	0	41	0	4	17	4	12	4	3	20	8	0	7	10	3	20	2	0	19	40	1	10	0	4	1	12	1	11	3	15	24	0	41	54.5	76.66666667	3.333333333	24.16666667	3.166666667	2.5	5.333333333	11.33333333	73.33333333	4	3.166666667	2.666666667	0	37.5	0.166666667	37.66666667	2	82	3.333333333	0.166666667	6.5	32	13.83333333	5	0.166666667	0.833333333	99.83333333	3.166666667	43.5	41.5	2.333333333	0	0	3.666666667	43.83333333	0	33.16666667	3	66.83333333	12.16666667	4	0	100	0	5.333333333	55.33333333	1.166666667	23.83333333	14.33333333	4.5	66.33333333	6.5	0	21.33333333	9.166666667	16	56	0.333333333	0	0	54.83333333	99.83333333	0.166666667	24.5	0	4.166666667	2	67.66666667	3	23.83333333	3.5	50.83333333	45.33333333	0	100	39.02439024	43.90243902	7.317073171	29.26829268	4.87804878	7.317073171	4.87804878	29.26829268	46.34146341	7.317073171	12.19512195	53.65853659	2.43902439	7.317073171	0	26.82926829	2.43902439	9.756097561	2.43902439	65.85365854	12.19512195	2.43902439	14.63414634	14.63414634	19.51219512	29.26829268	4.87804878	2.43902439	36.58536585	4.87804878	97.56097561	2.43902439	39.02439024	39.02439024	4.87804878	0	0	4.87804878	46.34146341	0	17.07317073	51.2195122	7.317073171	39.02439024	21.95121951	7.317073171	0	100	0	9.756097561	41.46341463	9.756097561	29.26829268	9.756097561	7.317073171	48.7804878	19.51219512	0	17.07317073	24.3902439	7.317073171	48.7804878	4.87804878	0	46.34146341	97.56097561	2.43902439	24.3902439	0	9.756097561	2.43902439	29.26829268	2.43902439	26.82926829	7.317073171	36.58536585	58.53658537	0	100	6	1	7	11.13013699	3	13.18493151	14.63414634	2.43902439	17.07317073	3.662835249
AB01157	IDEM_2021_Diatoms	HIN	600	6.396929655	43	9	7	15	6	11	4	7	12	12	8	11	20	4	2	0	8	1	6	1	32	3	0	33	3	6	11	7	4	1	12	5	39	5	8	16	1	0	1	5	18	2	7	25	3	19	6	4	1	43	0	6	10	15	9	3	3	19	6	0	14	7	2	14	10	0	19	39	4	7	1	1	2	9	5	11	7	10	32	0	43	38.5	11.16666667	50.66666667	7.666666667	38	3	2.833333333	71	16.33333333	6.833333333	6.333333333	10.83333333	0	42.16666667	1.5	43.66666667	0.166666667	93.33333333	1.833333333	0	64	4.833333333	15.83333333	6.333333333	0.333333333	12	98.66666667	6.833333333	13.16666667	72	0.166666667	0	0.333333333	15.66666667	22.16666667	1.5	51	7.833333333	66.33333333	12.16666667	5.666666667	1	100	0	2.166666667	4.333333333	45.83333333	43.5	4.166666667	11.16666667	15	2.166666667	0	71.33333333	41.33333333	1.666666667	5	33.83333333	0	0	70.16666667	98.66666667	1.333333333	7.166666667	0.333333333	0.333333333	1	4.5	43.83333333	7.666666667	40.33333333	3	92.83333333	0	100	20.93023256	34.88372093	16.27906977	25.58139535	13.95348837	9.302325581	16.27906977	27.90697674	27.90697674	18.60465116	25.58139535	46.51162791	9.302325581	4.651162791	0	18.60465116	2.325581395	13.95348837	2.325581395	74.41860465	6.976744186	0	6.976744186	13.95348837	25.58139535	16.27906977	9.302325581	2.325581395	27.90697674	11.62790698	90.69767442	11.62790698	18.60465116	37.20930233	2.325581395	0	2.325581395	11.62790698	41.86046512	4.651162791	16.27906977	58.13953488	6.976744186	44.18604651	13.95348837	9.302325581	2.325581395	100	0	13.95348837	23.25581395	34.88372093	20.93023256	6.976744186	6.976744186	44.18604651	13.95348837	0	32.55813953	16.27906977	4.651162791	32.55813953	23.25581395	0	44.18604651	90.69767442	9.302325581	16.27906977	2.325581395	2.325581395	4.651162791	20.93023256	11.62790698	25.58139535	16.27906977	23.25581395	74.41860465	0	100	7	5	9	44.29301533	36.66666667	17.71720613	16.27906977	11.62790698	20.93023256	3.356164384
AB01158	IDEM_2021_Diatoms	HIN	600	6.396929655	65	11	9	20	8	16	6	7	15	27	7	13	33	5	3	3	5	8	8	2	43	5	0	45	5	11	11	14	5	1	20	6	59	5	15	22	1	1	4	11	18	1	11	30	5	24	10	7	1	64	0	9	23	17	13	2	1	30	12	0	16	8	4	29	11	1	25	59	5	5	1	2	4	11	6	16	9	22	40	0	64	32.66666667	32.5	28.66666667	18	23.5	3.333333333	11.33333333	43.33333333	26.5	14	3.5	7.833333333	4.333333333	26.83333333	3.833333333	30.66666667	2	87.33333333	4.333333333	0	51.16666667	9.666666667	15.66666667	3.5	2.833333333	5	95	3.5	17.5	61	1.5	0.333333333	1.5	29	21.33333333	1	36.33333333	14	57.16666667	14	6	1	99.66666667	0	11.33333333	20.66666667	35.16666667	31.83333333	0.666666667	0.333333333	32.66666667	6.666666667	0	58.83333333	24.33333333	1.666666667	30.5	30.16666667	0.166666667	4.083617779	55	95	4.666666667	8.333333333	0.666666667	0.833333333	2.333333333	27.33333333	25.5	18	23.83333333	27.16666667	71	0	99.66666667	16.92307692	30.76923077	13.84615385	24.61538462	12.30769231	9.230769231	10.76923077	23.07692308	41.53846154	10.76923077	20	50.76923077	7.692307692	4.615384615	4.615384615	7.692307692	12.30769231	12.30769231	3.076923077	66.15384615	7.692307692	0	7.692307692	16.92307692	16.92307692	21.53846154	7.692307692	1.538461538	30.76923077	9.230769231	90.76923077	7.692307692	23.07692308	33.84615385	1.538461538	1.538461538	6.153846154	16.92307692	27.69230769	1.538461538	16.92307692	46.15384615	7.692307692	36.92307692	15.38461538	10.76923077	1.538461538	98.46153846	0	13.84615385	35.38461538	26.15384615	20	3.076923077	1.538461538	46.15384615	18.46153846	0	24.61538462	12.30769231	6.153846154	44.61538462	16.92307692	1.538461538	38.46153846	90.76923077	7.692307692	7.692307692	1.538461538	3.076923077	6.153846154	16.92307692	9.230769231	24.61538462	13.84615385	33.84615385	61.53846154	0	98.46153846	19	9	13	33.79549393	25.5	29.63604853	29.23076923	13.84615385	20	3.424460432
AB01159	IDEM_2021_Diatoms	HIN	601	6.398594935	56	12	5	27	4	19	3	5	12	26	8	8	33	2	4	1	11	4	6	3	38	4	0	41	4	7	13	17	3	1	21	6	50	4	15	24	1	0	2	6	26	0	8	32	8	22	10	4	0	56	0	8	19	9	15	4	4	27	6	1	13	12	5	24	4	0	23	50	5	8	1	2	3	16	4	19	5	20	33	0	56	41.59733777	44.75873544	26.95507488	23.7936772	24.79201331	2.163061564	2.828618968	42.76206323	46.08985025	5.324459235	0.831946755	1.331114809	0.332778702	50.91514143	2.329450915	53.24459235	2.495840266	89.51747088	3.161397671	0	28.78535774	19.13477537	37.7703827	0.998336106	0.831946755	5.490848586	95.00831947	1.996672213	26.62229617	64.22628952	0.166389351	0	1.663893511	4.991680532	52.41264559	0	35.27454243	6.988352745	63.72712146	21.13144759	1.996672213	0	100	0	3.993344426	22.96173045	8.319467554	48.41930116	15.9733777	3.494176373	46.42262895	8.985024958	0.332778702	38.26955075	50.58236273	6.322795341	24.95840266	3.494176373	0	0	68.718802	95.00831947	4.65890183	21.79700499	0.665557404	1.49750416	2.163061564	25.79034942	26.45590682	23.7936772	25.62396007	21.96339434	77.03826955	0	100	21.42857143	48.21428571	8.928571429	33.92857143	7.142857143	5.357142857	8.928571429	21.42857143	46.42857143	14.28571429	14.28571429	58.92857143	3.571428571	7.142857143	1.785714286	19.64285714	7.142857143	10.71428571	5.357142857	67.85714286	7.142857143	0	7.142857143	12.5	23.21428571	30.35714286	5.357142857	1.785714286	37.5	10.71428571	89.28571429	7.142857143	26.78571429	42.85714286	1.785714286	0	3.571428571	10.71428571	46.42857143	0	14.28571429	57.14285714	14.28571429	39.28571429	17.85714286	7.142857143	0	100	0	14.28571429	33.92857143	16.07142857	26.78571429	7.142857143	7.142857143	48.21428571	10.71428571	1.785714286	23.21428571	21.42857143	8.928571429	42.85714286	7.142857143	0	41.07142857	89.28571429	8.928571429	14.28571429	1.785714286	3.571428571	5.357142857	28.57142857	7.142857143	33.92857143	8.928571429	35.71428571	58.92857143	0	100	13	5	9	28.76712329	24.62562396	19.52054795	23.21428571	8.928571429	16.07142857	3.943283582
AB01160	IDEM_2021_Diatoms	HIN	600	6.396929655	55	14	6	22	4	16	7	3	15	20	9	10	29	2	4	1	10	5	6	2	35	5	1	37	6	8	10	12	3	0	15	1	55	2	17	21	1	1	2	6	22	0	7	28	7	20	9	3	0	55	0	8	19	10	14	4	3	27	9	3	12	12	4	27	8	2	23	55	0	13	1	7	2	15	3	15	6	22	31	0	55	23.16666667	63	7.333333333	20.33333333	5	6.5	1.333333333	37.16666667	46.16666667	8.166666667	1	3.833333333	1	53.83333333	6	59.83333333	0.5	76.66666667	8.666666667	1	15.66666667	41.66666667	18.66666667	1.333333333	0	0.833333333	100	1	13.83333333	67.16666667	0.166666667	0.333333333	1.5	11.5	57.16666667	0	13.16666667	8	69.83333333	6.333333333	1.333333333	0	100	0	11.33333333	25.5	10.16666667	39	14	6.5	42.66666667	5.333333333	7.833333333	37.33333333	26.66666667	4.833333333	37.33333333	8.333333333	1.166666667	10.82234793	42.33333333	100	0	47	0.833333333	5.666666667	1.166666667	43.83333333	6.166666667	20	5.5	29	69.5	0	100	25.45454545	40	10.90909091	29.09090909	7.272727273	12.72727273	5.454545455	27.27272727	36.36363636	16.36363636	18.18181818	52.72727273	3.636363636	7.272727273	1.818181818	18.18181818	9.090909091	10.90909091	3.636363636	63.63636364	9.090909091	1.818181818	10.90909091	14.54545455	18.18181818	21.81818182	5.454545455	0	27.27272727	1.818181818	100	3.636363636	30.90909091	38.18181818	1.818181818	1.818181818	3.636363636	10.90909091	40	0	12.72727273	50.90909091	12.72727273	36.36363636	16.36363636	5.454545455	0	100	0	14.54545455	34.54545455	18.18181818	25.45454545	7.272727273	5.454545455	49.09090909	16.36363636	5.454545455	21.81818182	21.81818182	7.272727273	49.09090909	14.54545455	3.636363636	41.81818182	100	0	23.63636364	1.818181818	12.72727273	3.636363636	27.27272727	5.454545455	27.27272727	10.90909091	40	56.36363636	0	100	12	3	9	14.75128645	4.833333333	9.090909091	21.81818182	5.454545455	16.36363636	3.913705584
AB01161	IDEM_2021_Diatoms	HIN	600	6.396929655	59	12	5	25	3	17	3	6	13	22	10	9	32	3	4	5	11	2	7	1	38	6	1	39	7	7	9	17	4	1	22	3	57	4	25	15	2	1	0	6	22	1	8	29	6	21	12	5	1	59	0	9	24	7	14	5	8	24	12	1	6	10	9	27	5	0	19	58	1	11	1	3	5	15	3	17	3	20	34	0	59	45.33333333	51	24.33333333	30.66666667	22.33333333	1.666666667	4.666666667	36.66666667	41.83333333	7.166666667	17.5	1.5	13	33.66666667	1.666666667	35.33333333	0.5	70	15.33333333	0.333333333	24.66666667	6.5	28.83333333	17.66666667	0.333333333	1	99.33333333	18.83333333	27.83333333	38.16666667	0.833333333	0.666666667	0	13	33.83333333	0.333333333	31.33333333	4.333333333	41.83333333	16	21.33333333	0.333333333	100	0	5.333333333	44.5	4	36.83333333	9.333333333	5	34	23.33333333	0.333333333	26.33333333	37.33333333	10.83333333	41.83333333	3.333333333	0	0	50.16666667	99.66666667	0.333333333	26	0.166666667	14.66666667	2.833333333	28.5	23.33333333	30.66666667	22.33333333	36.83333333	58	0	100	20.33898305	42.37288136	8.474576271	28.81355932	5.084745763	5.084745763	10.16949153	22.03389831	37.28813559	16.94915254	15.25423729	54.23728814	5.084745763	6.779661017	8.474576271	18.6440678	3.389830508	11.86440678	1.694915254	64.40677966	10.16949153	1.694915254	11.86440678	11.86440678	15.25423729	28.81355932	6.779661017	1.694915254	37.28813559	5.084745763	96.61016949	6.779661017	42.37288136	25.42372881	3.389830508	1.694915254	0	10.16949153	37.28813559	1.694915254	13.55932203	49.15254237	10.16949153	35.59322034	20.33898305	8.474576271	1.694915254	100	0	15.25423729	40.6779661	11.86440678	23.72881356	8.474576271	13.55932203	40.6779661	20.33898305	1.694915254	10.16949153	16.94915254	15.25423729	45.76271186	8.474576271	0	32.20338983	98.30508475	1.694915254	18.6440678	1.694915254	5.084745763	8.474576271	25.42372881	5.084745763	28.81355932	5.084745763	33.89830508	57.62711864	0	100	14	6	10	42.83216783	25.33333333	20.97902098	23.72881356	10.16949153	16.94915254	3.007425743
AB01162	IDEM_2021_Diatoms	HIN	600	6.396929655	57	11	4	19	4	15	6	4	16	17	7	10	24	3	3	0	7	3	6	4	36	6	1	40	7	14	7	13	4	1	18	10	48	4	15	21	2	2	3	7	19	1	6	27	9	20	9	3	1	57	0	9	15	20	10	3	3	27	10	1	11	10	4	19	13	0	21	48	9	8	0	0	1	9	2	15	4	14	40	0	57	34.16666667	43.5	17.16666667	23.5	15.5	6.666666667	1.333333333	36	40.16666667	11	2.5	7.5	0	37.83333333	3.166666667	41	2.666666667	80.33333333	11.33333333	0.666666667	26.33333333	20.33333333	35.83333333	2.666666667	2.5	14.16666667	87.66666667	3.166666667	25.5	54.16666667	0.333333333	1.833333333	3	5.333333333	55.5	0.166666667	21.16666667	8.833333333	52.16666667	24.5	4.833333333	0.166666667	100	0	8.666666667	24	25	36.33333333	6	2.5	39	19.66666667	0.333333333	33.5	29.33333333	3.166666667	29.16666667	13.66666667	0	0	45	87.66666667	12.33333333	25	0	0	0.166666667	23.5	15.83333333	23.5	15.5	26.16666667	70.83333333	0	100	19.29824561	33.33333333	7.01754386	26.31578947	7.01754386	10.52631579	7.01754386	28.07017544	29.8245614	12.28070175	17.54385965	42.10526316	5.263157895	5.263157895	0	12.28070175	5.263157895	10.52631579	7.01754386	63.15789474	10.52631579	1.754385965	12.28070175	24.56140351	12.28070175	22.80701754	7.01754386	1.754385965	31.57894737	17.54385965	84.21052632	7.01754386	26.31578947	36.84210526	3.50877193	3.50877193	5.263157895	12.28070175	33.33333333	1.754385965	10.52631579	47.36842105	15.78947368	35.0877193	15.78947368	5.263157895	1.754385965	100	0	15.78947368	26.31578947	35.0877193	17.54385965	5.263157895	5.263157895	47.36842105	17.54385965	1.754385965	19.29824561	17.54385965	7.01754386	33.33333333	22.80701754	0	36.84210526	84.21052632	15.78947368	14.03508772	0	0	1.754385965	15.78947368	3.50877193	26.31578947	7.01754386	24.56140351	70.1754386	0	100	6	5	13	16.20209059	15.5	16.37630662	10.52631579	8.771929825	22.80701754	3.620915033
